Relative_Path,Bytes,SHA256
code/frozen_original/scripts/44_build_submission_freeze_workbook.mjs,14413,7cf7e553f59af945a5eb326f7a3659af2c7a023f88d91f61e644b2ae3bfeddcf
code/frozen_original/scripts/45_make_submission_workbook_contact_sheets.py,859,e2c1f134ddab9defc53e839607eaf2e4a2c42ad4c143644443b742f50c77d9d8
code/frozen_original/scripts/46_build_supplementary_tables.mjs,5323,a34193d4529e061a3cd771d8ed022c320589301f0e4999ae373c077e1004440c
code/frozen_original/scripts/47_make_supplement_contact_sheets.py,1302,d24460f2ad8ae59954f434682678a381affafe04bf1fb58bb0aaebc51b6acd91
code/frozen_original/scripts/48_prepare_english_supplementary_csv.py,9357,84c1390ca930c78af02abcf2002e63d173243c7fcbb53ce087b1d8aa4f18507a
code/frozen_original/scripts/config.py,2537,2c0a89fa862bd27874b8e9bbdc5cadd78ab7375bbac646f5ac0b2575230e6947
code/frozen_original/scripts/run_stage1.py,466,d1f261dceaa443e0ad31590cc46ca97fa10b71923cced98ad337f3ea7ac76b22
code/frozen_original/scripts/src/__init__.py,69,39f95882816c1d9308a11f570fec52a23e9c58b58406cc9dd099455ccff1ad4d
code/frozen_original/scripts/src/data_utils.py,5538,6ad524b3fff197df48ac7105c06085bec7856a48635b3fc5c42d0d314b003e94
code/frozen_original/SHA256SUMS.csv,9225,904b0cf30a407b9107f01a83a45ab8d3967aa5dac5e52b7f7e972aa35e857f45
code/generate_manifest.py,997,0119d30bee47e4faa83c1449943abb38aa285c69e5f58596fecdbca7e9f2c231
code/README.md,1040,f1ba5227ff0f8808db26765fc0af095d0420f952190aebc136bb796878b309ef
code/validate_release.py,7055,2932e4e32661e313d08e4b6232741849ed939d50e6aca5e26977c0533e9c294a
config/release_config.json,524,ccee6b9b3b5faa71062024f354ad654cbbfb9ffe3a0b8337235bd31d1c357b4c
data/folds/final_analysis_source_folds.csv,13899,39dae67fe5a85c5620064851920dd83554282c2546551ba2fe5861398a8244ba
data/folds/fold_balance.csv,181,3dd5b29a7b1c066a9af14050933292f1b2cc877d3f9addbd6086f389b5e19041
data/folds/source_group_outer_folds_strict_main.csv,9037,3b435c8db39c387c8d1d046206d5b51b842c698bd30a26966270d72ca0f54dac
data/public/README.md,584,8b49538c9a35cb2d572b2f5666b8099641eaa4ffa2150b0642ebb06578e1453d
data/schema/cohort_summary.csv,352,7242241273da0239363a730a4ed73ce6044445d7f23c965080cdae5127b83443
data/schema/data_dictionary.csv,9837,6bf5600de74889b799445b25ad0e30aca082342de001947bd6d0b8fb2ddcfc1a
data/source_index/README.md,840,deda6cb4e287fcba72817308d19c078c66a4ad2a43f7e5ba6a83395a1e242f57
data/source_index/reconstruction_instructions.md,3111,06dfedbb2a9275542bc7b69eedbbc703909c5a21ee015cc1d772878a4e04be40
data/source_index/source_index.csv,108323,4393d017181822c5cb7cca5a85c8306dcb458f7a5b2081ac325a0dda2ab74a5c
data/source_index/source_index_template.csv,147,d70bc28af34ac615b62af6ca121f2e93c140a0c9f81086ef43c8e642bc8a1db2
DATA_LICENSES.md,1233,0b27fdf6cc8d826e105b55f362139584bd21a2215e82899131da97d87b025915
docs/DATA_AVAILABILITY.md,1770,493e1fe03e172bdc9dccce5e7ec702fe7c49d05345d8a1eed86f8d0e84a6d3e5
docs/LICENSING_GUIDANCE.md,614,e2b15fafe12681053483e9bd0ae700d304bb109b5f3fa05996d6541535aff5db
docs/MODEL_CARD.md,958,d550d8d9c8f0871f6a65f4bcea7c12ded303dd60c3d5e35f97d16bb4aa9b1566
docs/original_environment_stage1.json,1212,679e837fb56415b062a7d4c152868b79345c2c11af52225367127e705693e61a
docs/PROVENANCE_AND_SCOPE.md,1103,31b70b3fc3c86f957545cd8ffb941b294acff4ca3341a06f3bf6f55283bb58fe
docs/RELEASE_NOTES_v1.1.0.md,2126,488d4415b8520505fd5083902bef78e95032537aed99c7c4bc0f655ac6b59541
docs/REPOSITORY_BUILD_STEPS_CN.md,5144,cbbf06e98f9728a0087226aa37e466b7c8057defb28b9f3c250381d9942a60fe
docs/REPRODUCIBILITY.md,1712,28f82fc3f202eeb1a7906094478fd02c69c082f8c26e392e910b945451ce0a87
environment.yml,390,7354c4b909948004e9019adfce3947f345e866adec2c8dc54c7d200185330fc0
figure_data/Fig1a_scope_audit_counts.csv,72,03072d4125a66b4c49cb787cc7fee20f7d5ecbdc8404bb62b7a9d63daa12fc96
figure_data/Fig1b_partial_label_combinations.csv,78,d1d5daabfd277258ffcc387b9f287969642acc58e981b84485897362814ee032
figure_data/Fig4_applicability_summary.csv,363,46a20588c5a1c7534d70656eecf7e27eabb25efa69cf84a657acda53feeec710
figure_data/Fig4_prediction_interval_summary.csv,3000,01800d7fbd8965e5e09bc439c4aa87db4e42854abfc02f3ad87c04ad0d765172
figure_data/Fig4_source_cluster_bootstrap_samples.csv,501789,c2cbbe2b7831c9e1d5f3daa7bce26e2b7c82b5e8a8452bb3e034842e97bb9df4
figure_data/Fig4_source_cluster_bootstrap_summary.csv,395,e5e97ed8223fcba79b7e291b31e8782804bd44397bc42bff57e82353e8ab8331
figure_data/Fig6a_model_comparison.csv,189,f51fc6fce715539511bb5bae8b8e42fbf57ceb34a2897a307be7a82e26d9248e
figure_data/Fig6b_sparse_feature_decision.csv,621,b2fc1bc5a19553fdd4b2c9a8417588af5f160f4bab36d1c6ef8b7de48aaa7d50
figure_data/Fig6c_augmentation_decision.csv,576,cb77b2e2d84cce7767044ccc804c464fe97f0aea904e8e1659aa58f5ec326326
figure_data/Fig6d_descriptor_decision.csv,602,bde4c663c0aa2421866229c78feaa1e591609945969d8ba3453cc7aa8c1b21e4
figure_data/Fig7a_dataset_counts.csv,291,5d007fcb21e7e2f4c340a90a02da2dd257d3a307b788b9bcb2527c806d463077
figure_data/Fig7b_dataset_holdout_metrics.csv,1824,5428b8747f6836334a9cf3014d6dfadf038bb890f4df1df7ceacae27de6840cb
figures/Fig1_workflow_and_data_structure.pdf,31142,069ed2f0c29b11f2cc8270be7de3036fabd354337208772aa63b672d3473fb03
figures/Fig1_workflow_and_data_structure.png,300286,4be4ec7f370e0c5d1f92e70c8242418910eba80a818c985b7e51da2757d8cddf
figures/Fig2_UTS_source_blocked_performance.pdf,57894,a10d441526086ebb82feafbe4a77032e792f956de988825e9329e7df8dfed494
figures/Fig2_UTS_source_blocked_performance.png,659212,f050262cd33cae0859ed98588084747675eedc0b559cdc3edf20db5510f59899
figures/Fig3_UTS_SHAP_importance_and_effects.pdf,107328,cdf4d78ab8b85cc17923ed0711c8990ebdad32c92b09da88df8b998af2f0a0a5
figures/Fig3_UTS_SHAP_importance_and_effects.png,725296,25e6001861bb8164e710da4ffabe2c86b8805905740e5f0369a2801a82b7a29d
figures/Fig4_UTS_credibility_and_transfer.pdf,29093,a3dbdb4d379fb178ef75587fb6d38bd386414bfbb925a857c6d710837d78cc15
figures/Fig4_UTS_credibility_and_transfer.png,325636,209c6d8cb3b3098e918c3b5ec8efee582ff5c8e397296bcfcbb2f6c1734c665f
figures/Fig5_target_positioning_and_MTL.pdf,48922,1623a06bc8011c70888c648373a2f3e32e0d995297a0e75b7fc7ce35d4643502
figures/Fig5_target_positioning_and_MTL.png,403222,a5c093b1492638bdf62f6be16b8f4cf44bcb06fa5657970ea25c688943f2514a
figures/Fig6_nested_model_and_feature_decisions.pdf,51182,9bf0757b91a2e1a50f593023e615d25f1a1a7cfc6e4c318f42495f212efac397
figures/Fig6_nested_model_and_feature_decisions.png,513575,dc87d2c8e723a68e57504b8768f0aedc2c1024dc885605ccfed9dc89068c7df7
figures/Fig7_source_and_dataset_heterogeneity.pdf,51751,91558683c9431c88c3db08dda43848ea72b3eb285f51d9e2093c64366f953b35
figures/Fig7_source_and_dataset_heterogeneity.png,703880,600fc5a6f0e52ae311133788a9a16cc0159cd62e55aa3d7474a859aeb437d111
figures/FigS1_matched_subset_robustness.pdf,63416,64f2fcd0fdff96bc0fc5dce6a8f8412d4032b44cb62efed03357e7e9c84e9877
figures/FigS1_matched_subset_robustness.png,864021,c4bf306afc810c03c9747769058c52b39da11a11e4712b24a805fff3f82e03df
LICENSE,1516,2bb1d4b2eb3e33a0ff5b6458e9e82af268242ee599b4b79bdb4ee214b8c16c40
README.md,4710,781f0715a4514d81537014038fb7c8550b76ef1fc911af624a2f1ce52c70d515
requirements-lock.txt,337,07681f9e13b6676850a505656f25420b655cae0b365691e3d8783949658ed810
requirements.txt,182,f8aab2f253741dd9853c685c3f3df04376f37a21b11b9ac7c763bdefd0485742
results/summary/figure_freeze_decision.csv,787,97eac745d9be68a60d79382f3e897ed8bb0f24009a4257c5c22f8e74f79f9f00
results/summary/Matched_fair_comparison.csv,1041,e1d578652469971ba9dcaf7608dfa455d18886edb7366ba0502b173543126ce5
results/summary/Matched_joint_models.csv,1920,2fe18480c7090a40fc4b72a6f38b2c518a117c1c2bd137ae9e76f2e4b013d6ab
results/summary/Matched_target_correlations.csv,393,87786fb3e2691902775db5237a503e84caee5adffd68ddfce3041b34b4c0dc1c
results/summary/Partial_label_MTL_metrics.csv,1582,cdb22e94ba421b1292861e85f788992687b4a565042e701088a5bc77ac55363c
results/summary/Table1_final_model_performance.csv,567,c40ff7113948555a180e180b774c07fc115bc5acce064cb04b43618d91c41375
results/summary/Table2_UTS_credibility.csv,548,0f43473c6086838841bd6ec7b8b37e0ae8587de76c5a2e9f1b9c6753a2939a7f
results/summary/Table3_matched_subset.csv,1669,0cdc2b89804904183ee665357a11d28bd331c312500ca7eefd7246ba79df611b
results/summary/UTS_applicability_domain.csv,363,46a20588c5a1c7534d70656eecf7e27eabb25efa69cf84a657acda53feeec710
results/summary/UTS_augmentation_ablation.csv,538,31b993a2504b416f8cffa90f5d876ab1e9a31476650f955e55d3dba78bc88691
results/summary/UTS_feature_ablation.csv,582,13003b42a5a79b2f209a960d763730dbb193a61b545e61e768ac0ad0d695e1ba
results/summary/UTS_final_metrics.csv,234,5b6d1b572874da0b290eeffdbd3a115930c09516745dfeb87f986f14909e468b
results/summary/UTS_leave_one_dataset_out.csv,232,257552d24396a38c332b135c76f3b626a412eaffef67334b987a281d569ab0b8
results/summary/UTS_model_comparison.csv,720,5e55d9d8dd823111693bbad8c1ef61e6e874b9793d1a04e91b815a657344d3ea
results/summary/UTS_prediction_intervals.csv,3000,01800d7fbd8965e5e09bc439c4aa87db4e42854abfc02f3ad87c04ad0d765172
results/summary/UTS_SHAP_global_importance.csv,1393,39f2875e4bf2c3ab8312b8bcbdddf7d81658a2c443b66ccbf332c2e960ae81cf
results/summary/UTS_source_bootstrap.csv,395,e5e97ed8223fcba79b7e291b31e8782804bd44397bc42bff57e82353e8ab8331
results/summary/YS_EL_scope_metrics.csv,1225,a1bff8f54b969629df7cab35a925963e43352e488ab635459f8a185f55dde102
